state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,state1_sensors,state1_camera_c,state1_camera_l,state1_camera_r,time
"{'right': False, 'center': False, 'left': False}",images/img5.jpg,images/img1.jpg,images/img6.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img4.jpg,images/img2.jpg,images/img3.jpg,2018-02-09 12:41:57.509095
"{'right': False, 'center': False, 'left': False}",images/img11.jpg,images/img7.jpg,images/img12.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img10.jpg,images/img8.jpg,images/img9.jpg,2018-02-09 12:42:04.973357
"{'right': False, 'center': False, 'left': False}",images/img17.jpg,images/img13.jpg,images/img18.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img16.jpg,images/img14.jpg,images/img15.jpg,2018-02-09 12:42:08.495592
"{'right': False, 'center': False, 'left': False}",images/img23.jpg,images/img19.jpg,images/img24.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img22.jpg,images/img20.jpg,images/img21.jpg,2018-02-09 12:42:11.222582
"{'right': False, 'center': False, 'left': False}",images/img29.jpg,images/img25.jpg,images/img30.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img28.jpg,images/img26.jpg,images/img27.jpg,2018-02-09 12:42:12.851594
"{'right': False, 'center': False, 'left': False}",images/img35.jpg,images/img31.jpg,images/img36.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img34.jpg,images/img32.jpg,images/img33.jpg,2018-02-09 12:42:17.730860
"{'right': False, 'center': False, 'left': False}",images/img41.jpg,images/img37.jpg,images/img42.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img40.jpg,images/img38.jpg,images/img39.jpg,2018-02-09 12:42:21.919535
"{'right': False, 'center': False, 'left': False}",images/img47.jpg,images/img43.jpg,images/img48.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img46.jpg,images/img44.jpg,images/img45.jpg,2018-02-09 12:42:24.767983
"{'right': False, 'center': False, 'left': False}",images/img53.jpg,images/img49.jpg,images/img54.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img52.jpg,images/img50.jpg,images/img51.jpg,2018-02-09 12:42:26.833652
"{'right': False, 'center': False, 'left': False}",images/img59.jpg,images/img55.jpg,images/img60.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img58.jpg,images/img56.jpg,images/img57.jpg,2018-02-09 12:42:28.426673
"{'right': False, 'center': False, 'left': False}",images/img65.jpg,images/img61.jpg,images/img66.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img64.jpg,images/img62.jpg,images/img63.jpg,2018-02-09 12:42:30.200979
"{'right': False, 'center': False, 'left': False}",images/img71.jpg,images/img67.jpg,images/img72.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img70.jpg,images/img68.jpg,images/img69.jpg,2018-02-09 12:42:32.020695
"{'right': False, 'center': False, 'left': False}",images/img77.jpg,images/img73.jpg,images/img78.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img76.jpg,images/img74.jpg,images/img75.jpg,2018-02-09 12:42:33.358310
"{'right': False, 'center': False, 'left': False}",images/img83.jpg,images/img79.jpg,images/img84.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img82.jpg,images/img80.jpg,images/img81.jpg,2018-02-09 12:42:34.505219
"{'right': False, 'center': False, 'left': False}",images/img89.jpg,images/img85.jpg,images/img90.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img88.jpg,images/img86.jpg,images/img87.jpg,2018-02-09 12:42:35.829912
"{'right': False, 'center': False, 'left': False}",images/img95.jpg,images/img91.jpg,images/img96.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img94.jpg,images/img92.jpg,images/img93.jpg,2018-02-09 12:42:38.562032
"{'right': False, 'center': False, 'left': False}",images/img101.jpg,images/img97.jpg,images/img102.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img100.jpg,images/img98.jpg,images/img99.jpg,2018-02-09 12:42:46.184224
"{'right': False, 'center': False, 'left': False}",images/img107.jpg,images/img103.jpg,images/img108.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img106.jpg,images/img104.jpg,images/img105.jpg,2018-02-09 12:43:02.632617
"{'right': False, 'center': False, 'left': False}",images/img113.jpg,images/img109.jpg,images/img114.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img112.jpg,images/img110.jpg,images/img111.jpg,2018-02-09 12:43:05.823083
"{'right': False, 'center': False, 'left': False}",images/img119.jpg,images/img115.jpg,images/img120.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img118.jpg,images/img116.jpg,images/img117.jpg,2018-02-09 12:43:08.285064
"{'right': False, 'center': False, 'left': False}",images/img125.jpg,images/img121.jpg,images/img126.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img124.jpg,images/img122.jpg,images/img123.jpg,2018-02-09 12:43:10.890483
"{'right': False, 'center': False, 'left': False}",images/img131.jpg,images/img127.jpg,images/img132.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img130.jpg,images/img128.jpg,images/img129.jpg,2018-02-09 12:43:15.755465
"{'right': False, 'center': False, 'left': False}",images/img137.jpg,images/img133.jpg,images/img138.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img136.jpg,images/img134.jpg,images/img135.jpg,2018-02-09 12:43:27.910517
"{'right': False, 'center': False, 'left': False}",images/img143.jpg,images/img139.jpg,images/img144.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img142.jpg,images/img140.jpg,images/img141.jpg,2018-02-09 12:43:33.227849
"{'right': False, 'center': False, 'left': False}",images/img149.jpg,images/img145.jpg,images/img150.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img148.jpg,images/img146.jpg,images/img147.jpg,2018-02-09 12:43:35.139500
"{'right': False, 'center': False, 'left': False}",images/img155.jpg,images/img151.jpg,images/img156.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img154.jpg,images/img152.jpg,images/img153.jpg,2018-02-09 12:43:39.133301
"{'right': False, 'center': False, 'left': False}",images/img161.jpg,images/img157.jpg,images/img162.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img160.jpg,images/img158.jpg,images/img159.jpg,2018-02-09 12:43:39.668825
"{'right': False, 'center': False, 'left': False}",images/img167.jpg,images/img163.jpg,images/img168.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img166.jpg,images/img164.jpg,images/img165.jpg,2018-02-09 12:43:40.795214
"{'right': False, 'center': False, 'left': False}",images/img173.jpg,images/img169.jpg,images/img174.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img172.jpg,images/img170.jpg,images/img171.jpg,2018-02-09 12:43:41.759229
"{'right': False, 'center': False, 'left': False}",images/img179.jpg,images/img175.jpg,images/img180.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img178.jpg,images/img176.jpg,images/img177.jpg,2018-02-09 12:43:47.081135
"{'right': False, 'center': False, 'left': False}",images/img185.jpg,images/img181.jpg,images/img186.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img184.jpg,images/img182.jpg,images/img183.jpg,2018-02-09 12:43:52.308456
"{'right': False, 'center': False, 'left': False}",images/img191.jpg,images/img187.jpg,images/img192.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img190.jpg,images/img188.jpg,images/img189.jpg,2018-02-09 12:43:53.889763
"{'right': False, 'center': False, 'left': False}",images/img197.jpg,images/img193.jpg,images/img198.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img196.jpg,images/img194.jpg,images/img195.jpg,2018-02-09 12:43:54.715055
"{'right': False, 'center': False, 'left': False}",images/img203.jpg,images/img199.jpg,images/img204.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img202.jpg,images/img200.jpg,images/img201.jpg,2018-02-09 12:43:56.870687
"{'right': False, 'center': False, 'left': False}",images/img209.jpg,images/img205.jpg,images/img210.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img208.jpg,images/img206.jpg,images/img207.jpg,2018-02-09 12:43:58.480044
"{'right': False, 'center': False, 'left': False}",images/img215.jpg,images/img211.jpg,images/img216.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img214.jpg,images/img212.jpg,images/img213.jpg,2018-02-09 12:44:02.978615
"{'right': False, 'center': False, 'left': False}",images/img221.jpg,images/img217.jpg,images/img222.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img220.jpg,images/img218.jpg,images/img219.jpg,2018-02-09 12:44:04.288175
"{'right': False, 'center': False, 'left': False}",images/img227.jpg,images/img223.jpg,images/img228.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img226.jpg,images/img224.jpg,images/img225.jpg,2018-02-09 12:44:05.397082
"{'right': False, 'center': False, 'left': False}",images/img233.jpg,images/img229.jpg,images/img234.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img232.jpg,images/img230.jpg,images/img231.jpg,2018-02-09 12:44:06.770620
"{'right': False, 'center': False, 'left': False}",images/img239.jpg,images/img235.jpg,images/img240.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img238.jpg,images/img236.jpg,images/img237.jpg,2018-02-09 12:44:08.553476
"{'right': False, 'center': False, 'left': False}",images/img245.jpg,images/img241.jpg,images/img246.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img244.jpg,images/img242.jpg,images/img243.jpg,2018-02-09 12:44:13.113860
"{'right': False, 'center': False, 'left': False}",images/img251.jpg,images/img247.jpg,images/img252.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img250.jpg,images/img248.jpg,images/img249.jpg,2018-02-09 12:44:18.984292
"{'right': False, 'center': False, 'left': False}",images/img257.jpg,images/img253.jpg,images/img258.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img256.jpg,images/img254.jpg,images/img255.jpg,2018-02-09 12:44:23.048444
"{'right': False, 'center': False, 'left': False}",images/img263.jpg,images/img259.jpg,images/img264.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img262.jpg,images/img260.jpg,images/img261.jpg,2018-02-09 12:44:28.185503
"{'right': False, 'center': False, 'left': False}",images/img269.jpg,images/img265.jpg,images/img270.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img268.jpg,images/img266.jpg,images/img267.jpg,2018-02-09 12:44:30.584474
"{'right': False, 'center': False, 'left': False}",images/img275.jpg,images/img271.jpg,images/img276.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img274.jpg,images/img272.jpg,images/img273.jpg,2018-02-09 12:44:34.244194
"{'right': False, 'center': False, 'left': False}",images/img281.jpg,images/img277.jpg,images/img282.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img280.jpg,images/img278.jpg,images/img279.jpg,2018-02-09 12:44:36.770183
"{'right': False, 'center': False, 'left': False}",images/img287.jpg,images/img283.jpg,images/img288.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img286.jpg,images/img284.jpg,images/img285.jpg,2018-02-09 12:44:40.063807
"{'right': False, 'center': False, 'left': False}",images/img293.jpg,images/img289.jpg,images/img294.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img292.jpg,images/img290.jpg,images/img291.jpg,2018-02-09 12:44:41.036111
"{'right': False, 'center': False, 'left': False}",images/img299.jpg,images/img295.jpg,images/img300.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img298.jpg,images/img296.jpg,images/img297.jpg,2018-02-09 12:44:43.604230
"{'right': False, 'center': False, 'left': False}",images/img305.jpg,images/img301.jpg,images/img306.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img304.jpg,images/img302.jpg,images/img303.jpg,2018-02-09 12:44:46.794997
"{'right': False, 'center': False, 'left': False}",images/img311.jpg,images/img307.jpg,images/img312.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img310.jpg,images/img308.jpg,images/img309.jpg,2018-02-09 12:44:57.993418
"{'right': False, 'center': False, 'left': False}",images/img317.jpg,images/img313.jpg,images/img318.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img316.jpg,images/img314.jpg,images/img315.jpg,2018-02-09 12:45:09.512671
"{'right': False, 'center': False, 'left': False}",images/img323.jpg,images/img319.jpg,images/img324.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img322.jpg,images/img320.jpg,images/img321.jpg,2018-02-09 12:45:17.520005
"{'right': False, 'center': False, 'left': False}",images/img329.jpg,images/img325.jpg,images/img330.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img328.jpg,images/img326.jpg,images/img327.jpg,2018-02-09 12:45:29.484013
"{'right': False, 'center': False, 'left': False}",images/img335.jpg,images/img331.jpg,images/img336.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img334.jpg,images/img332.jpg,images/img333.jpg,2018-02-09 12:45:30.329685
"{'right': False, 'center': False, 'left': False}",images/img341.jpg,images/img337.jpg,images/img342.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img340.jpg,images/img338.jpg,images/img339.jpg,2018-02-09 12:45:31.564260
"{'right': False, 'center': False, 'left': False}",images/img347.jpg,images/img343.jpg,images/img348.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img346.jpg,images/img344.jpg,images/img345.jpg,2018-02-09 12:45:34.266857
"{'right': False, 'center': False, 'left': False}",images/img353.jpg,images/img349.jpg,images/img354.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img352.jpg,images/img350.jpg,images/img351.jpg,2018-02-09 12:45:35.676598
"{'right': False, 'center': False, 'left': False}",images/img359.jpg,images/img355.jpg,images/img360.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img358.jpg,images/img356.jpg,images/img357.jpg,2018-02-09 12:45:37.145129
"{'right': False, 'center': False, 'left': False}",images/img365.jpg,images/img361.jpg,images/img366.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img364.jpg,images/img362.jpg,images/img363.jpg,2018-02-09 12:45:38.467448
"{'right': False, 'center': False, 'left': False}",images/img371.jpg,images/img367.jpg,images/img372.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img370.jpg,images/img368.jpg,images/img369.jpg,2018-02-09 12:45:41.321694
"{'right': False, 'center': False, 'left': False}",images/img377.jpg,images/img373.jpg,images/img378.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img376.jpg,images/img374.jpg,images/img375.jpg,2018-02-09 12:45:42.398944
"{'right': False, 'center': False, 'left': False}",images/img383.jpg,images/img379.jpg,images/img384.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img382.jpg,images/img380.jpg,images/img381.jpg,2018-02-09 12:45:43.769505
"{'right': False, 'center': False, 'left': False}",images/img389.jpg,images/img385.jpg,images/img390.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img388.jpg,images/img386.jpg,images/img387.jpg,2018-02-09 12:45:45.398154
"{'right': False, 'center': False, 'left': False}",images/img395.jpg,images/img391.jpg,images/img396.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img394.jpg,images/img392.jpg,images/img393.jpg,2018-02-09 12:45:47.014071
"{'right': False, 'center': False, 'left': False}",images/img401.jpg,images/img397.jpg,images/img402.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img400.jpg,images/img398.jpg,images/img399.jpg,2018-02-09 12:45:48.862108
"{'right': False, 'center': False, 'left': False}",images/img407.jpg,images/img403.jpg,images/img408.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img406.jpg,images/img404.jpg,images/img405.jpg,2018-02-09 12:45:50.132467
"{'right': False, 'center': False, 'left': False}",images/img413.jpg,images/img409.jpg,images/img414.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img412.jpg,images/img410.jpg,images/img411.jpg,2018-02-09 12:45:53.941372
"{'right': False, 'center': False, 'left': False}",images/img419.jpg,images/img415.jpg,images/img420.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img418.jpg,images/img416.jpg,images/img417.jpg,2018-02-09 12:45:59.486340
"{'right': False, 'center': False, 'left': False}",images/img425.jpg,images/img421.jpg,images/img426.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img424.jpg,images/img422.jpg,images/img423.jpg,2018-02-09 12:46:01.378169
"{'right': False, 'center': False, 'left': False}",images/img431.jpg,images/img427.jpg,images/img432.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img430.jpg,images/img428.jpg,images/img429.jpg,2018-02-09 12:46:02.815822
"{'right': False, 'center': False, 'left': False}",images/img437.jpg,images/img433.jpg,images/img438.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img436.jpg,images/img434.jpg,images/img435.jpg,2018-02-09 12:46:04.271433
"{'right': False, 'center': False, 'left': False}",images/img443.jpg,images/img439.jpg,images/img444.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img442.jpg,images/img440.jpg,images/img441.jpg,2018-02-09 12:46:05.195606
"{'right': False, 'center': False, 'left': False}",images/img449.jpg,images/img445.jpg,images/img450.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img448.jpg,images/img446.jpg,images/img447.jpg,2018-02-09 12:46:06.071797
"{'right': False, 'center': False, 'left': False}",images/img455.jpg,images/img451.jpg,images/img456.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img454.jpg,images/img452.jpg,images/img453.jpg,2018-02-09 12:46:07.658381
"{'right': False, 'center': False, 'left': False}",images/img461.jpg,images/img457.jpg,images/img462.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img460.jpg,images/img458.jpg,images/img459.jpg,2018-02-09 12:46:09.020094
"{'right': False, 'center': False, 'left': False}",images/img467.jpg,images/img463.jpg,images/img468.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img466.jpg,images/img464.jpg,images/img465.jpg,2018-02-09 12:46:11.441652
"{'right': False, 'center': False, 'left': False}",images/img473.jpg,images/img469.jpg,images/img474.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img472.jpg,images/img470.jpg,images/img471.jpg,2018-02-09 12:46:24.236152
"{'right': False, 'center': False, 'left': False}",images/img479.jpg,images/img475.jpg,images/img480.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img478.jpg,images/img476.jpg,images/img477.jpg,2018-02-09 12:46:25.941806
"{'right': False, 'center': False, 'left': False}",images/img485.jpg,images/img481.jpg,images/img486.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img484.jpg,images/img482.jpg,images/img483.jpg,2018-02-09 12:46:27.714034
"{'right': False, 'center': False, 'left': False}",images/img491.jpg,images/img487.jpg,images/img492.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img490.jpg,images/img488.jpg,images/img489.jpg,2018-02-09 12:46:28.640393
"{'right': False, 'center': False, 'left': False}",images/img497.jpg,images/img493.jpg,images/img498.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img496.jpg,images/img494.jpg,images/img495.jpg,2018-02-09 12:46:32.619519
"{'right': False, 'center': False, 'left': False}",images/img503.jpg,images/img499.jpg,images/img504.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img502.jpg,images/img500.jpg,images/img501.jpg,2018-02-09 12:46:33.864009
"{'right': False, 'center': False, 'left': False}",images/img509.jpg,images/img505.jpg,images/img510.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img508.jpg,images/img506.jpg,images/img507.jpg,2018-02-09 12:46:37.339151
"{'right': False, 'center': False, 'left': False}",images/img515.jpg,images/img511.jpg,images/img516.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img514.jpg,images/img512.jpg,images/img513.jpg,2018-02-09 12:46:39.077532
"{'right': False, 'center': False, 'left': False}",images/img521.jpg,images/img517.jpg,images/img522.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img520.jpg,images/img518.jpg,images/img519.jpg,2018-02-09 12:46:40.928634
"{'right': False, 'center': False, 'left': False}",images/img527.jpg,images/img523.jpg,images/img528.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img526.jpg,images/img524.jpg,images/img525.jpg,2018-02-09 12:46:46.013172
"{'right': False, 'center': False, 'left': False}",images/img533.jpg,images/img529.jpg,images/img534.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img532.jpg,images/img530.jpg,images/img531.jpg,2018-02-09 12:46:47.006974
"{'right': False, 'center': False, 'left': False}",images/img539.jpg,images/img535.jpg,images/img540.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img538.jpg,images/img536.jpg,images/img537.jpg,2018-02-09 12:46:48.501473
"{'right': False, 'center': False, 'left': False}",images/img545.jpg,images/img541.jpg,images/img546.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img544.jpg,images/img542.jpg,images/img543.jpg,2018-02-09 12:46:49.445862
"{'right': False, 'center': False, 'left': False}",images/img551.jpg,images/img547.jpg,images/img552.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img550.jpg,images/img548.jpg,images/img549.jpg,2018-02-09 12:46:50.459910
"{'right': False, 'center': False, 'left': False}",images/img557.jpg,images/img553.jpg,images/img558.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img556.jpg,images/img554.jpg,images/img555.jpg,2018-02-09 12:46:52.031760
"{'right': False, 'center': False, 'left': False}",images/img563.jpg,images/img559.jpg,images/img564.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img562.jpg,images/img560.jpg,images/img561.jpg,2018-02-09 12:46:53.455881
"{'right': False, 'center': False, 'left': False}",images/img569.jpg,images/img565.jpg,images/img570.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img568.jpg,images/img566.jpg,images/img567.jpg,2018-02-09 12:46:54.295329
"{'right': False, 'center': False, 'left': False}",images/img575.jpg,images/img571.jpg,images/img576.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img574.jpg,images/img572.jpg,images/img573.jpg,2018-02-09 12:47:02.436120
"{'right': False, 'center': False, 'left': False}",images/img581.jpg,images/img577.jpg,images/img582.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img580.jpg,images/img578.jpg,images/img579.jpg,2018-02-09 12:47:05.618067
"{'right': False, 'center': False, 'left': False}",images/img587.jpg,images/img583.jpg,images/img588.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img586.jpg,images/img584.jpg,images/img585.jpg,2018-02-09 12:47:07.658427
