state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,state1_sensors,state1_camera_c,state1_camera_l,state1_camera_r,time
"{'right': False, 'center': False, 'left': False}",images/img5.jpg,images/img1.jpg,images/img6.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img4.jpg,images/img2.jpg,images/img3.jpg,2018-02-12 13:17:57.880517
"{'right': False, 'center': False, 'left': True}",images/img11.jpg,images/img7.jpg,images/img12.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img10.jpg,images/img8.jpg,images/img9.jpg,2018-02-12 13:18:32.272787
"{'right': False, 'center': False, 'left': True}",images/img17.jpg,images/img13.jpg,images/img18.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img16.jpg,images/img14.jpg,images/img15.jpg,2018-02-12 13:18:34.076917
"{'right': False, 'center': False, 'left': True}",images/img23.jpg,images/img19.jpg,images/img24.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img22.jpg,images/img20.jpg,images/img21.jpg,2018-02-12 13:18:37.600958
"{'right': False, 'center': False, 'left': True}",images/img29.jpg,images/img25.jpg,images/img30.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img28.jpg,images/img26.jpg,images/img27.jpg,2018-02-12 13:18:41.208552
"{'right': False, 'center': False, 'left': True}",images/img35.jpg,images/img31.jpg,images/img36.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img34.jpg,images/img32.jpg,images/img33.jpg,2018-02-12 13:18:43.563077
"{'right': False, 'center': False, 'left': True}",images/img41.jpg,images/img37.jpg,images/img42.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img40.jpg,images/img38.jpg,images/img39.jpg,2018-02-12 13:18:46.904565
"{'right': False, 'center': False, 'left': True}",images/img47.jpg,images/img43.jpg,images/img48.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img46.jpg,images/img44.jpg,images/img45.jpg,2018-02-12 13:19:00.292814
"{'right': False, 'center': False, 'left': True}",images/img53.jpg,images/img49.jpg,images/img54.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img52.jpg,images/img50.jpg,images/img51.jpg,2018-02-12 13:19:20.068492
"{'right': False, 'center': False, 'left': True}",images/img59.jpg,images/img55.jpg,images/img60.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img58.jpg,images/img56.jpg,images/img57.jpg,2018-02-12 13:19:21.875837
"{'right': False, 'center': False, 'left': True}",images/img65.jpg,images/img61.jpg,images/img66.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img64.jpg,images/img62.jpg,images/img63.jpg,2018-02-12 13:19:25.595089
"{'right': False, 'center': False, 'left': True}",images/img71.jpg,images/img67.jpg,images/img72.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img70.jpg,images/img68.jpg,images/img69.jpg,2018-02-12 13:19:38.040659
"{'right': False, 'center': False, 'left': True}",images/img77.jpg,images/img73.jpg,images/img78.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img76.jpg,images/img74.jpg,images/img75.jpg,2018-02-12 13:19:42.622119
"{'right': False, 'center': False, 'left': True}",images/img83.jpg,images/img79.jpg,images/img84.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img82.jpg,images/img80.jpg,images/img81.jpg,2018-02-12 13:19:49.051106
"{'right': False, 'center': False, 'left': True}",images/img89.jpg,images/img85.jpg,images/img90.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img88.jpg,images/img86.jpg,images/img87.jpg,2018-02-12 13:19:50.068488
"{'right': False, 'center': False, 'left': True}",images/img95.jpg,images/img91.jpg,images/img96.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img94.jpg,images/img92.jpg,images/img93.jpg,2018-02-12 13:20:07.544846
"{'right': False, 'center': False, 'left': True}",images/img101.jpg,images/img97.jpg,images/img102.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img100.jpg,images/img98.jpg,images/img99.jpg,2018-02-12 13:20:08.896848
"{'right': False, 'center': False, 'left': True}",images/img107.jpg,images/img103.jpg,images/img108.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img106.jpg,images/img104.jpg,images/img105.jpg,2018-02-12 13:20:10.525001
"{'right': False, 'center': False, 'left': True}",images/img113.jpg,images/img109.jpg,images/img114.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img112.jpg,images/img110.jpg,images/img111.jpg,2018-02-12 13:20:14.115060
"{'right': False, 'center': False, 'left': True}",images/img119.jpg,images/img115.jpg,images/img120.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img118.jpg,images/img116.jpg,images/img117.jpg,2018-02-12 13:20:18.844635
"{'right': False, 'center': False, 'left': True}",images/img125.jpg,images/img121.jpg,images/img126.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img124.jpg,images/img122.jpg,images/img123.jpg,2018-02-12 13:20:19.997855
"{'right': False, 'center': False, 'left': True}",images/img131.jpg,images/img127.jpg,images/img132.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img130.jpg,images/img128.jpg,images/img129.jpg,2018-02-12 13:20:47.891927
"{'right': False, 'center': False, 'left': True}",images/img137.jpg,images/img133.jpg,images/img138.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img136.jpg,images/img134.jpg,images/img135.jpg,2018-02-12 13:20:54.162311
"{'right': False, 'center': False, 'left': True}",images/img143.jpg,images/img139.jpg,images/img144.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img142.jpg,images/img140.jpg,images/img141.jpg,2018-02-12 13:20:56.764047
"{'right': False, 'center': False, 'left': True}",images/img149.jpg,images/img145.jpg,images/img150.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img148.jpg,images/img146.jpg,images/img147.jpg,2018-02-12 13:21:06.145174
"{'right': False, 'center': False, 'left': True}",images/img155.jpg,images/img151.jpg,images/img156.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img154.jpg,images/img152.jpg,images/img153.jpg,2018-02-12 13:21:09.450972
"{'right': False, 'center': False, 'left': True}",images/img161.jpg,images/img157.jpg,images/img162.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img160.jpg,images/img158.jpg,images/img159.jpg,2018-02-12 13:21:12.218307
"{'right': False, 'center': False, 'left': True}",images/img167.jpg,images/img163.jpg,images/img168.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img166.jpg,images/img164.jpg,images/img165.jpg,2018-02-12 13:21:14.085829
"{'right': False, 'center': False, 'left': True}",images/img173.jpg,images/img169.jpg,images/img174.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img172.jpg,images/img170.jpg,images/img171.jpg,2018-02-12 13:21:18.269484
