state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,state1_sensors,state1_camera_c,state1_camera_l,state1_camera_r,time
"{'right': False, 'center': False, 'left': False}",images/img5.jpg,images/img1.jpg,images/img6.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img4.jpg,images/img2.jpg,images/img3.jpg,2018-02-09 12:32:01.096428
"{'right': False, 'center': False, 'left': False}",images/img11.jpg,images/img7.jpg,images/img12.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img10.jpg,images/img8.jpg,images/img9.jpg,2018-02-09 12:32:06.432684
"{'right': False, 'center': False, 'left': False}",images/img17.jpg,images/img13.jpg,images/img18.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img16.jpg,images/img14.jpg,images/img15.jpg,2018-02-09 12:32:08.189694
"{'right': False, 'center': False, 'left': False}",images/img23.jpg,images/img19.jpg,images/img24.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img22.jpg,images/img20.jpg,images/img21.jpg,2018-02-09 12:32:10.040315
"{'right': False, 'center': False, 'left': False}",images/img29.jpg,images/img25.jpg,images/img30.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img28.jpg,images/img26.jpg,images/img27.jpg,2018-02-09 12:32:12.761722
"{'right': False, 'center': False, 'left': True}",images/img35.jpg,images/img31.jpg,images/img36.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img34.jpg,images/img32.jpg,images/img33.jpg,2018-02-09 12:32:16.146607
"{'right': False, 'center': False, 'left': True}",images/img41.jpg,images/img37.jpg,images/img42.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img40.jpg,images/img38.jpg,images/img39.jpg,2018-02-09 12:32:17.149993
"{'right': False, 'center': False, 'left': True}",images/img47.jpg,images/img43.jpg,images/img48.jpg,1,"{'right': True, 'center': False, 'left': False}",images/img46.jpg,images/img44.jpg,images/img45.jpg,2018-02-09 12:32:17.501852
"{'right': False, 'center': False, 'left': False}",images/img53.jpg,images/img49.jpg,images/img54.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img52.jpg,images/img50.jpg,images/img51.jpg,2018-02-09 12:32:18.131546
"{'right': False, 'center': False, 'left': False}",images/img59.jpg,images/img55.jpg,images/img60.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img58.jpg,images/img56.jpg,images/img57.jpg,2018-02-09 12:32:20.449038
