state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,state1_sensors,state1_camera_c,state1_camera_l,state1_camera_r,time
"{'right': False, 'center': False, 'left': False}",images/img5.jpg,images/img1.jpg,images/img6.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img4.jpg,images/img2.jpg,images/img3.jpg,2018-02-14 04:52:52.851170
"{'right': False, 'center': False, 'left': False}",images/img11.jpg,images/img7.jpg,images/img12.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img10.jpg,images/img8.jpg,images/img9.jpg,2018-02-14 04:52:56.972002
"{'right': False, 'center': False, 'left': False}",images/img17.jpg,images/img13.jpg,images/img18.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img16.jpg,images/img14.jpg,images/img15.jpg,2018-02-14 04:52:59.297609
"{'right': False, 'center': False, 'left': False}",images/img23.jpg,images/img19.jpg,images/img24.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img22.jpg,images/img20.jpg,images/img21.jpg,2018-02-14 04:53:00.806213
"{'right': False, 'center': False, 'left': False}",images/img29.jpg,images/img25.jpg,images/img30.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img28.jpg,images/img26.jpg,images/img27.jpg,2018-02-14 04:53:02.213269
"{'right': False, 'center': False, 'left': False}",images/img35.jpg,images/img31.jpg,images/img36.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img34.jpg,images/img32.jpg,images/img33.jpg,2018-02-14 04:53:03.359344
"{'right': False, 'center': False, 'left': False}",images/img41.jpg,images/img37.jpg,images/img42.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img40.jpg,images/img38.jpg,images/img39.jpg,2018-02-14 04:53:04.511245
"{'right': False, 'center': False, 'left': False}",images/img47.jpg,images/img43.jpg,images/img48.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img46.jpg,images/img44.jpg,images/img45.jpg,2018-02-14 04:53:06.079833
"{'right': False, 'center': False, 'left': True}",images/img53.jpg,images/img49.jpg,images/img54.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img52.jpg,images/img50.jpg,images/img51.jpg,2018-02-14 04:53:07.852786
"{'right': False, 'center': False, 'left': False}",images/img59.jpg,images/img55.jpg,images/img60.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img58.jpg,images/img56.jpg,images/img57.jpg,2018-02-14 04:53:09.123365
"{'right': False, 'center': False, 'left': False}",images/img65.jpg,images/img61.jpg,images/img66.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img64.jpg,images/img62.jpg,images/img63.jpg,2018-02-14 04:53:34.801945
"{'right': False, 'center': False, 'left': False}",images/img71.jpg,images/img67.jpg,images/img72.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img70.jpg,images/img68.jpg,images/img69.jpg,2018-02-14 04:53:36.382008
"{'right': False, 'center': False, 'left': False}",images/img77.jpg,images/img73.jpg,images/img78.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img76.jpg,images/img74.jpg,images/img75.jpg,2018-02-14 04:53:38.117431
"{'right': False, 'center': False, 'left': False}",images/img83.jpg,images/img79.jpg,images/img84.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img82.jpg,images/img80.jpg,images/img81.jpg,2018-02-14 04:53:39.277028
"{'right': False, 'center': False, 'left': False}",images/img89.jpg,images/img85.jpg,images/img90.jpg,3,"{'right': False, 'center': False, 'left': False}",images/img88.jpg,images/img86.jpg,images/img87.jpg,2018-02-14 04:53:39.564186
"{'right': False, 'center': False, 'left': False}",images/img95.jpg,images/img91.jpg,images/img96.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img94.jpg,images/img92.jpg,images/img93.jpg,2018-02-14 04:53:40.541621
"{'right': False, 'center': False, 'left': False}",images/img101.jpg,images/img97.jpg,images/img102.jpg,3,"{'right': False, 'center': False, 'left': False}",images/img100.jpg,images/img98.jpg,images/img99.jpg,2018-02-14 04:53:44.736492
"{'right': False, 'center': False, 'left': False}",images/img107.jpg,images/img103.jpg,images/img108.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img106.jpg,images/img104.jpg,images/img105.jpg,2018-02-14 04:53:46.710245
"{'right': False, 'center': False, 'left': False}",images/img113.jpg,images/img109.jpg,images/img114.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img112.jpg,images/img110.jpg,images/img111.jpg,2018-02-14 04:54:03.618848
