state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,state1_sensors,state1_camera_c,state1_camera_l,state1_camera_r,time
"{'right': False, 'center': False, 'left': False}",images/img5.jpg,images/img1.jpg,images/img6.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img4.jpg,images/img2.jpg,images/img3.jpg,2018-02-09 12:33:55.806182
"{'right': False, 'center': False, 'left': False}",images/img11.jpg,images/img7.jpg,images/img12.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img10.jpg,images/img8.jpg,images/img9.jpg,2018-02-09 12:33:59.375148
"{'right': False, 'center': False, 'left': False}",images/img17.jpg,images/img13.jpg,images/img18.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img16.jpg,images/img14.jpg,images/img15.jpg,2018-02-09 12:34:00.031387
"{'right': False, 'center': False, 'left': False}",images/img23.jpg,images/img19.jpg,images/img24.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img22.jpg,images/img20.jpg,images/img21.jpg,2018-02-09 12:34:00.605115
"{'right': False, 'center': False, 'left': False}",images/img29.jpg,images/img25.jpg,images/img30.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img28.jpg,images/img26.jpg,images/img27.jpg,2018-02-09 12:34:01.032782
"{'right': False, 'center': False, 'left': False}",images/img35.jpg,images/img31.jpg,images/img36.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img34.jpg,images/img32.jpg,images/img33.jpg,2018-02-09 12:34:01.560416
"{'right': False, 'center': False, 'left': False}",images/img41.jpg,images/img37.jpg,images/img42.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img40.jpg,images/img38.jpg,images/img39.jpg,2018-02-09 12:34:01.937686
"{'right': False, 'center': False, 'left': False}",images/img47.jpg,images/img43.jpg,images/img48.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img46.jpg,images/img44.jpg,images/img45.jpg,2018-02-09 12:34:02.532528
"{'right': False, 'center': False, 'left': False}",images/img53.jpg,images/img49.jpg,images/img54.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img52.jpg,images/img50.jpg,images/img51.jpg,2018-02-09 12:34:02.876731
"{'right': False, 'center': False, 'left': False}",images/img59.jpg,images/img55.jpg,images/img60.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img58.jpg,images/img56.jpg,images/img57.jpg,2018-02-09 12:34:03.480027
"{'right': False, 'center': False, 'left': False}",images/img65.jpg,images/img61.jpg,images/img66.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img64.jpg,images/img62.jpg,images/img63.jpg,2018-02-09 12:34:03.814896
"{'right': False, 'center': False, 'left': False}",images/img71.jpg,images/img67.jpg,images/img72.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img70.jpg,images/img68.jpg,images/img69.jpg,2018-02-09 12:34:04.339295
"{'right': False, 'center': False, 'left': False}",images/img77.jpg,images/img73.jpg,images/img78.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img76.jpg,images/img74.jpg,images/img75.jpg,2018-02-09 12:34:04.674867
"{'right': False, 'center': False, 'left': False}",images/img83.jpg,images/img79.jpg,images/img84.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img82.jpg,images/img80.jpg,images/img81.jpg,2018-02-09 12:34:05.288832
"{'right': False, 'center': False, 'left': False}",images/img89.jpg,images/img85.jpg,images/img90.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img88.jpg,images/img86.jpg,images/img87.jpg,2018-02-09 12:34:06.233146
"{'right': False, 'center': False, 'left': False}",images/img95.jpg,images/img91.jpg,images/img96.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img94.jpg,images/img92.jpg,images/img93.jpg,2018-02-09 12:34:07.508042
"{'right': False, 'center': False, 'left': False}",images/img101.jpg,images/img97.jpg,images/img102.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img100.jpg,images/img98.jpg,images/img99.jpg,2018-02-09 12:34:08.474068
"{'right': False, 'center': False, 'left': False}",images/img107.jpg,images/img103.jpg,images/img108.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img106.jpg,images/img104.jpg,images/img105.jpg,2018-02-09 12:34:09.351868
"{'right': False, 'center': False, 'left': False}",images/img113.jpg,images/img109.jpg,images/img114.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img112.jpg,images/img110.jpg,images/img111.jpg,2018-02-09 12:34:10.138747
"{'right': False, 'center': False, 'left': False}",images/img119.jpg,images/img115.jpg,images/img120.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img118.jpg,images/img116.jpg,images/img117.jpg,2018-02-09 12:34:11.338192
"{'right': False, 'center': False, 'left': False}",images/img125.jpg,images/img121.jpg,images/img126.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img124.jpg,images/img122.jpg,images/img123.jpg,2018-02-09 12:34:12.464287
"{'right': False, 'center': False, 'left': False}",images/img131.jpg,images/img127.jpg,images/img132.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img130.jpg,images/img128.jpg,images/img129.jpg,2018-02-09 12:34:13.440408
"{'right': False, 'center': False, 'left': False}",images/img137.jpg,images/img133.jpg,images/img138.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img136.jpg,images/img134.jpg,images/img135.jpg,2018-02-09 12:34:14.485361
"{'right': False, 'center': False, 'left': False}",images/img143.jpg,images/img139.jpg,images/img144.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img142.jpg,images/img140.jpg,images/img141.jpg,2018-02-09 12:34:15.522420
"{'right': False, 'center': False, 'left': False}",images/img149.jpg,images/img145.jpg,images/img150.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img148.jpg,images/img146.jpg,images/img147.jpg,2018-02-09 12:34:16.501815
"{'right': False, 'center': False, 'left': False}",images/img155.jpg,images/img151.jpg,images/img156.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img154.jpg,images/img152.jpg,images/img153.jpg,2018-02-09 12:34:17.241603
"{'right': False, 'center': False, 'left': False}",images/img161.jpg,images/img157.jpg,images/img162.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img160.jpg,images/img158.jpg,images/img159.jpg,2018-02-09 12:34:18.379683
"{'right': False, 'center': False, 'left': False}",images/img167.jpg,images/img163.jpg,images/img168.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img166.jpg,images/img164.jpg,images/img165.jpg,2018-02-09 12:34:19.736035
"{'right': False, 'center': False, 'left': False}",images/img173.jpg,images/img169.jpg,images/img174.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img172.jpg,images/img170.jpg,images/img171.jpg,2018-02-09 12:34:23.008114
"{'right': False, 'center': False, 'left': False}",images/img179.jpg,images/img175.jpg,images/img180.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img178.jpg,images/img176.jpg,images/img177.jpg,2018-02-09 12:34:24.354199
"{'right': False, 'center': False, 'left': False}",images/img185.jpg,images/img181.jpg,images/img186.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img184.jpg,images/img182.jpg,images/img183.jpg,2018-02-09 12:34:25.074863
